Vuosi_code,Vuosi_label,"Sähkön tuotanto ja kulutus, GWh_code","Sähkön tuotanto ja kulutus, GWh_label",Tiedot_code,Tiedot_label,value
2003,2003,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,vv_muutos,Vuosimuutos %,33.8
2003,2003,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,38.7
2003,2003,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",41
2003,2003,07,Turve,arvogwh,"Määrä, GWh",6831
2003,2003,07,Turve,vv_muutos,Vuosimuutos %,11.2
2003,2003,07,Turve,osuuskk,Osuus kokonaiskulutuksesta %,8
2003,2003,07,Turve,osuuskt,"Osuus kokonaistuotannosta, %",8.5
2003,2003,08,FOSSIILISET JA TURVE YHTEENSÄ,arvogwh,"Määrä, GWh",39827
2003,2003,08,FOSSIILISET JA TURVE YHTEENSÄ,vv_muutos,Vuosimuutos %,29.3
2003,2003,08,FOSSIILISET JA TURVE YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,46.7
2003,2003,08,FOSSIILISET JA TURVE YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",49.5
2003,2003,09,Vesivoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",9455
2003,2003,09,Vesivoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,-11
2003,2003,09,Vesivoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,11.1
2003,2003,09,Vesivoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",11.8
2003,2003,10,Tuulivoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",92
2003,2003,10,Tuulivoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,46
2003,2003,10,Tuulivoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0.1
2003,2003,10,Tuulivoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0.1
2003,2003,11,Aurinkovoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",2
2003,2003,11,Aurinkovoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,0
2003,2003,11,Aurinkovoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0
2003,2003,11,Aurinkovoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0
2003,2003,12,Mustalipeä (Uusiutuva energialähde),arvogwh,"Määrä, GWh",5255
2003,2003,12,Mustalipeä (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,2.2
2003,2003,12,Mustalipeä (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,6.2
2003,2003,12,Mustalipeä (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",6.5
2003,2003,13,Muut puupolttoaineet (Uusiutuva energialähde),arvogwh,"Määrä, GWh",3354
2003,2003,13,Muut puupolttoaineet (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,5.7
2003,2003,13,Muut puupolttoaineet (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,3.9
2003,2003,13,Muut puupolttoaineet (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",4.2
2003,2003,14,Muut uusiutuvat (Uusiutuva energialähde),arvogwh,"Määrä, GWh",219
2003,2003,14,Muut uusiutuvat (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,27.3
2003,2003,14,Muut uusiutuvat (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0.3
2003,2003,14,Muut uusiutuvat (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0.3
2003,2003,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,arvogwh,"Määrä, GWh",8827
2003,2003,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,vv_muutos,Vuosimuutos %,4
2003,2003,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,10.4
2003,2003,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",11
2003,2003,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,arvogwh,"Määrä, GWh",18376
2003,2003,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,vv_muutos,Vuosimuutos %,-4.2
2003,2003,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,21.6
2003,2003,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",22.9
2003,2003,17,Muut energialähteet,arvogwh,"Määrä, GWh",361
2003,2003,17,Muut energialähteet,vv_muutos,Vuosimuutos %,39.9
2003,2003,17,Muut energialähteet,osuuskk,Osuus kokonaiskulutuksesta %,0.4
2003,2003,17,Muut energialähteet,osuuskt,"Osuus kokonaistuotannosta, %",0.4
2003,2003,18,SÄHKÖN TUOTANTO YHTEENSÄ,arvogwh,"Määrä, GWh",80395
2003,2003,18,SÄHKÖN TUOTANTO YHTEENSÄ,vv_muutos,Vuosimuutos %,12.2
2003,2003,18,SÄHKÖN TUOTANTO YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,94.3
2003,2003,18,SÄHKÖN TUOTANTO YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",100
2003,2003,19,Sähkön nettotuonti,arvogwh,"Määrä, GWh",4852
2003,2003,19,Sähkön nettotuonti,vv_muutos,Vuosimuutos %,-59.3
2003,2003,19,Sähkön nettotuonti,osuuskk,Osuus kokonaiskulutuksesta %,5.7
2003,2003,19,Sähkön nettotuonti,osuuskt,"Osuus kokonaistuotannosta, %",
2003,2003,20,SÄHKÖN KOKONAISKULUTUS,arvogwh,"Määrä, GWh",85247
2003,2003,20,SÄHKÖN KOKONAISKULUTUS,vv_muutos,Vuosimuutos %,2
2003,2003,20,SÄHKÖN KOKONAISKULUTUS,osuuskk,Osuus kokonaiskulutuksesta %,100
2003,2003,20,SÄHKÖN KOKONAISKULUTUS,osuuskt,"Osuus kokonaistuotannosta, %",
2004,2004,01,YDINVOIMA,arvogwh,"Määrä, GWh",21814
2004,2004,01,YDINVOIMA,vv_muutos,Vuosimuutos %,-0.1
2004,2004,01,YDINVOIMA,osuuskk,Osuus kokonaiskulutuksesta %,25.1
2004,2004,01,YDINVOIMA,osuuskt,"Osuus kokonaistuotannosta, %",26.5
2004,2004,02,Öljy (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",568
2004,2004,02,Öljy (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,-37.6
2004,2004,02,Öljy (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,0.7
2004,2004,02,Öljy (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",0.7
2004,2004,03,Kivihiili (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",15411
2004,2004,03,Kivihiili (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,-14
2004,2004,03,Kivihiili (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,17.7
2004,2004,03,Kivihiili (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",18.8
2004,2004,04,Maakaasu (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",12371
2004,2004,04,Maakaasu (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,-7.9
2004,2004,04,Maakaasu (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,14.2
2004,2004,04,Maakaasu (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",15.1
2004,2004,05,Muut fossiiliset (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",698
2004,2004,05,Muut fossiiliset (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,-4.1
2004,2004,05,Muut fossiiliset (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,0.8
2004,2004,05,Muut fossiiliset (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",0.8
2004,2004,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,arvogwh,"Määrä, GWh",29048
2004,2004,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,vv_muutos,Vuosimuutos %,-12
2004,2004,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,33.4
2004,2004,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",35.3
2004,2004,07,Turve,arvogwh,"Määrä, GWh",6120
2004,2004,07,Turve,vv_muutos,Vuosimuutos %,-10.4
2004,2004,07,Turve,osuuskk,Osuus kokonaiskulutuksesta %,7
2004,2004,07,Turve,osuuskt,"Osuus kokonaistuotannosta, %",7.4
2004,2004,08,FOSSIILISET JA TURVE YHTEENSÄ,arvogwh,"Määrä, GWh",35167
2004,2004,08,FOSSIILISET JA TURVE YHTEENSÄ,vv_muutos,Vuosimuutos %,-11.7
2004,2004,08,FOSSIILISET JA TURVE YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,40.4
2004,2004,08,FOSSIILISET JA TURVE YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",42.8
2004,2004,09,Vesivoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",14865
2004,2004,09,Vesivoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,57.2
2004,2004,09,Vesivoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,17.1
2004,2004,09,Vesivoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",18.1
2004,2004,10,Tuulivoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",120
2004,2004,10,Tuulivoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,30.4
2004,2004,10,Tuulivoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0.1
2004,2004,10,Tuulivoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0.1
2004,2004,11,Aurinkovoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",2
2004,2004,11,Aurinkovoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,0
2004,2004,11,Aurinkovoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0
2004,2004,11,Aurinkovoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0
2004,2004,12,Mustalipeä (Uusiutuva energialähde),arvogwh,"Määrä, GWh",5778
2004,2004,12,Mustalipeä (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,10
2004,2004,12,Mustalipeä (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,6.6
2004,2004,12,Mustalipeä (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",7
2004,2004,13,Muut puupolttoaineet (Uusiutuva energialähde),arvogwh,"Määrä, GWh",3815
2004,2004,13,Muut puupolttoaineet (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,13.7
2004,2004,13,Muut puupolttoaineet (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,4.4
2004,2004,13,Muut puupolttoaineet (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",4.6
2004,2004,14,Muut uusiutuvat (Uusiutuva energialähde),arvogwh,"Määrä, GWh",259
2004,2004,14,Muut uusiutuvat (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,18.3
2004,2004,14,Muut uusiutuvat (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0.3
2004,2004,14,Muut uusiutuvat (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0.3
2004,2004,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,arvogwh,"Määrä, GWh",9852
2004,2004,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,vv_muutos,Vuosimuutos %,11.6
2004,2004,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,11.3
2004,2004,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",12
2004,2004,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,arvogwh,"Määrä, GWh",24840
2004,2004,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,vv_muutos,Vuosimuutos %,35.2
2004,2004,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,28.5
2004,2004,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",30.2
2004,2004,17,Muut energialähteet,arvogwh,"Määrä, GWh",366
2004,2004,17,Muut energialähteet,vv_muutos,Vuosimuutos %,1.4
2004,2004,17,Muut energialähteet,osuuskk,Osuus kokonaiskulutuksesta %,0.4
2004,2004,17,Muut energialähteet,osuuskt,"Osuus kokonaistuotannosta, %",0.4
2004,2004,18,SÄHKÖN TUOTANTO YHTEENSÄ,arvogwh,"Määrä, GWh",82187
2004,2004,18,SÄHKÖN TUOTANTO YHTEENSÄ,vv_muutos,Vuosimuutos %,2.2
2004,2004,18,SÄHKÖN TUOTANTO YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,94.4
2004,2004,18,SÄHKÖN TUOTANTO YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",100
2004,2004,19,Sähkön nettotuonti,arvogwh,"Määrä, GWh",4870
2004,2004,19,Sähkön nettotuonti,vv_muutos,Vuosimuutos %,0.4
2004,2004,19,Sähkön nettotuonti,osuuskk,Osuus kokonaiskulutuksesta %,5.6
2004,2004,19,Sähkön nettotuonti,osuuskt,"Osuus kokonaistuotannosta, %",
2004,2004,20,SÄHKÖN KOKONAISKULUTUS,arvogwh,"Määrä, GWh",87057
2004,2004,20,SÄHKÖN KOKONAISKULUTUS,vv_muutos,Vuosimuutos %,2.1
2004,2004,20,SÄHKÖN KOKONAISKULUTUS,osuuskk,Osuus kokonaiskulutuksesta %,100
2004,2004,20,SÄHKÖN KOKONAISKULUTUS,osuuskt,"Osuus kokonaistuotannosta, %",
2005,2005,01,YDINVOIMA,arvogwh,"Määrä, GWh",22356
2005,2005,01,YDINVOIMA,vv_muutos,Vuosimuutos %,2.5
2005,2005,01,YDINVOIMA,osuuskk,Osuus kokonaiskulutuksesta %,26.4
2005,2005,01,YDINVOIMA,osuuskt,"Osuus kokonaistuotannosta, %",33
2005,2005,02,Öljy (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",452
2005,2005,02,Öljy (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,-20.4
2005,2005,02,Öljy (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,0.5
2005,2005,02,Öljy (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",0.7
2005,2005,03,Kivihiili (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",6069
2005,2005,03,Kivihiili (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,-60.6
2005,2005,03,Kivihiili (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,7.2
2005,2005,03,Kivihiili (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",9
2005,2005,04,Maakaasu (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",10896
2005,2005,04,Maakaasu (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,-11.9
2005,2005,04,Maakaasu (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,12.9
2005,2005,04,Maakaasu (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",16.1
2005,2005,05,Muut fossiiliset (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",780
2005,2005,05,Muut fossiiliset (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,11.7
2005,2005,05,Muut fossiiliset (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,0.9
2005,2005,05,Muut fossiiliset (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",1.2
2005,2005,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,arvogwh,"Määrä, GWh",18197
2005,2005,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,vv_muutos,Vuosimuutos %,-37.4
2005,2005,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,21.5
2005,2005,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",26.9
2005,2005,07,Turve,arvogwh,"Määrä, GWh",4208
2005,2005,07,Turve,vv_muutos,Vuosimuutos %,-31.2
2005,2005,07,Turve,osuuskk,Osuus kokonaiskulutuksesta %,5
2005,2005,07,Turve,osuuskt,"Osuus kokonaistuotannosta, %",6.2
2005,2005,08,FOSSIILISET JA TURVE YHTEENSÄ,arvogwh,"Määrä, GWh",22405
2005,2005,08,FOSSIILISET JA TURVE YHTEENSÄ,vv_muutos,Vuosimuutos %,-36.3
2005,2005,08,FOSSIILISET JA TURVE YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,26.5
2005,2005,08,FOSSIILISET JA TURVE YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",33.1
2005,2005,09,Vesivoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",13428
2005,2005,09,Vesivoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,-9.7
2005,2005,09,Vesivoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,15.9
2005,2005,09,Vesivoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",19.8
2005,2005,10,Tuulivoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",168
2005,2005,10,Tuulivoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,40
2005,2005,10,Tuulivoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0.2
2005,2005,10,Tuulivoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0.2
2005,2005,11,Aurinkovoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",3
2005,2005,11,Aurinkovoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,50
2005,2005,11,Aurinkovoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0
2005,2005,11,Aurinkovoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0
2005,2005,12,Mustalipeä (Uusiutuva energialähde),arvogwh,"Määrä, GWh",5060
2005,2005,12,Mustalipeä (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,-12.4
2005,2005,12,Mustalipeä (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,6
2005,2005,12,Mustalipeä (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",7.5
2005,2005,13,Muut puupolttoaineet (Uusiutuva energialähde),arvogwh,"Määrä, GWh",3643
2005,2005,13,Muut puupolttoaineet (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,-4.5
2005,2005,13,Muut puupolttoaineet (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,4.3
2005,2005,13,Muut puupolttoaineet (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",5.4
2005,2005,14,Muut uusiutuvat (Uusiutuva energialähde),arvogwh,"Määrä, GWh",302
2005,2005,14,Muut uusiutuvat (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,16.6
2005,2005,14,Muut uusiutuvat (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0.4
2005,2005,14,Muut uusiutuvat (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0.4
2005,2005,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,arvogwh,"Määrä, GWh",9006
2005,2005,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,vv_muutos,Vuosimuutos %,-8.6
2005,2005,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,10.6
2005,2005,15,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",13.3
2005,2005,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,arvogwh,"Määrä, GWh",22605
2005,2005,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,vv_muutos,Vuosimuutos %,-9
2005,2005,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,26.7
2005,2005,16,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",33.4
2005,2005,17,Muut energialähteet,arvogwh,"Määrä, GWh",305
2005,2005,17,Muut energialähteet,vv_muutos,Vuosimuutos %,-16.7
2005,2005,17,Muut energialähteet,osuuskk,Osuus kokonaiskulutuksesta %,0.4
2005,2005,17,Muut energialähteet,osuuskt,"Osuus kokonaistuotannosta, %",0.5
2005,2005,18,SÄHKÖN TUOTANTO YHTEENSÄ,arvogwh,"Määrä, GWh",67670
2005,2005,18,SÄHKÖN TUOTANTO YHTEENSÄ,vv_muutos,Vuosimuutos %,-17.7
2005,2005,18,SÄHKÖN TUOTANTO YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,79.9
2005,2005,18,SÄHKÖN TUOTANTO YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",100
2005,2005,19,Sähkön nettotuonti,arvogwh,"Määrä, GWh",17014
2005,2005,19,Sähkön nettotuonti,vv_muutos,Vuosimuutos %,249.4
2005,2005,19,Sähkön nettotuonti,osuuskk,Osuus kokonaiskulutuksesta %,20.1
2005,2005,19,Sähkön nettotuonti,osuuskt,"Osuus kokonaistuotannosta, %",
2005,2005,20,SÄHKÖN KOKONAISKULUTUS,arvogwh,"Määrä, GWh",84684
2005,2005,20,SÄHKÖN KOKONAISKULUTUS,vv_muutos,Vuosimuutos %,-2.7
2005,2005,20,SÄHKÖN KOKONAISKULUTUS,osuuskk,Osuus kokonaiskulutuksesta %,100
2005,2005,20,SÄHKÖN KOKONAISKULUTUS,osuuskt,"Osuus kokonaistuotannosta, %",
2006,2006,01,YDINVOIMA,arvogwh,"Määrä, GWh",22004
2006,2006,01,YDINVOIMA,vv_muutos,Vuosimuutos %,-1.6
2006,2006,01,YDINVOIMA,osuuskk,Osuus kokonaiskulutuksesta %,24.4
2006,2006,01,YDINVOIMA,osuuskt,"Osuus kokonaistuotannosta, %",28
2006,2006,02,Öljy (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",439
2006,2006,02,Öljy (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,-2.9
2006,2006,02,Öljy (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,0.5
2006,2006,02,Öljy (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",0.6
2006,2006,03,Kivihiili (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",15212
2006,2006,03,Kivihiili (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,150.7
2006,2006,03,Kivihiili (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,16.9
2006,2006,03,Kivihiili (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",19.3
2006,2006,04,Maakaasu (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",11941
2006,2006,04,Maakaasu (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,9.6
2006,2006,04,Maakaasu (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,13.3
2006,2006,04,Maakaasu (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",15.2
2006,2006,05,Muut fossiiliset (Fossiilinen polttoaine),arvogwh,"Määrä, GWh",758
2006,2006,05,Muut fossiiliset (Fossiilinen polttoaine),vv_muutos,Vuosimuutos %,-2.8
2006,2006,05,Muut fossiiliset (Fossiilinen polttoaine),osuuskk,Osuus kokonaiskulutuksesta %,0.8
2006,2006,05,Muut fossiiliset (Fossiilinen polttoaine),osuuskt,"Osuus kokonaistuotannosta, %",1
2006,2006,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,arvogwh,"Määrä, GWh",28350
2006,2006,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,vv_muutos,Vuosimuutos %,55.8
2006,2006,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,31.5
2006,2006,06,FOSSIILISET POLTTOAINEET YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",36
2006,2006,07,Turve,arvogwh,"Määrä, GWh",6209
2006,2006,07,Turve,vv_muutos,Vuosimuutos %,47.6
2006,2006,07,Turve,osuuskk,Osuus kokonaiskulutuksesta %,6.9
2006,2006,07,Turve,osuuskt,"Osuus kokonaistuotannosta, %",7.9
2006,2006,08,FOSSIILISET JA TURVE YHTEENSÄ,arvogwh,"Määrä, GWh",34559
2006,2006,08,FOSSIILISET JA TURVE YHTEENSÄ,vv_muutos,Vuosimuutos %,54.2
2006,2006,08,FOSSIILISET JA TURVE YHTEENSÄ,osuuskk,Osuus kokonaiskulutuksesta %,38.4
2006,2006,08,FOSSIILISET JA TURVE YHTEENSÄ,osuuskt,"Osuus kokonaistuotannosta, %",43.9
2006,2006,09,Vesivoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",11313
2006,2006,09,Vesivoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,-15.8
2006,2006,09,Vesivoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,12.6
2006,2006,09,Vesivoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",14.4
2006,2006,10,Tuulivoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",153
2006,2006,10,Tuulivoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,-8.9
2006,2006,10,Tuulivoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0.2
2006,2006,10,Tuulivoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0.2
2006,2006,11,Aurinkovoima (Uusiutuva energialähde),arvogwh,"Määrä, GWh",3
2006,2006,11,Aurinkovoima (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,0
2006,2006,11,Aurinkovoima (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,0
2006,2006,11,Aurinkovoima (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",0
2006,2006,12,Mustalipeä (Uusiutuva energialähde),arvogwh,"Määrä, GWh",5901
2006,2006,12,Mustalipeä (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,16.6
2006,2006,12,Mustalipeä (Uusiutuva energialähde),osuuskk,Osuus kokonaiskulutuksesta %,6.6
2006,2006,12,Mustalipeä (Uusiutuva energialähde),osuuskt,"Osuus kokonaistuotannosta, %",7.5
2006,2006,13,Muut puupolttoaineet (Uusiutuva energialähde),arvogwh,"Määrä, GWh",4056
2006,2006,13,Muut puupolttoaineet (Uusiutuva energialähde),vv_muutos,Vuosimuutos %,11.3
