Vuosi,"Sähkön tuotanto ja kulutus, GWh",Tiedot,value
2017,Muut fossiiliset (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",1.4
2017,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Määrä, GWh",9802
2017,FOSSIILISET POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-13.1
2017,FOSSIILISET POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,11.5
2017,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",15.1
2017,Turve,"Määrä, GWh",2602
2017,Turve,Vuosimuutos %,-4.7
2017,Turve,Osuus kokonaiskulutuksesta %,3
2017,Turve,"Osuus kokonaistuotannosta, %",4
2017,FOSSIILISET JA TURVE YHTEENSÄ,"Määrä, GWh",12404
2017,FOSSIILISET JA TURVE YHTEENSÄ,Vuosimuutos %,-11.4
2017,FOSSIILISET JA TURVE YHTEENSÄ,Osuus kokonaiskulutuksesta %,14.5
2017,FOSSIILISET JA TURVE YHTEENSÄ,"Osuus kokonaistuotannosta, %",19.1
2017,Vesivoima (Uusiutuva energialähde),"Määrä, GWh",14610
2017,Vesivoima (Uusiutuva energialähde),Vuosimuutos %,-6.5
2017,Vesivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,17.1
2017,Vesivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",22.5
2017,Tuulivoima (Uusiutuva energialähde),"Määrä, GWh",4795
2017,Tuulivoima (Uusiutuva energialähde),Vuosimuutos %,56.3
2017,Tuulivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,5.6
2017,Tuulivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",7.4
2017,Aurinkovoima (Uusiutuva energialähde),"Määrä, GWh",49
2017,Aurinkovoima (Uusiutuva energialähde),Vuosimuutos %,122.7
2017,Aurinkovoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.1
2017,Aurinkovoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.1
2017,Mustalipeä (Uusiutuva energialähde),"Määrä, GWh",5678
2017,Mustalipeä (Uusiutuva energialähde),Vuosimuutos %,5.8
2017,Mustalipeä (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,6.6
2017,Mustalipeä (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",8.7
2017,Muut puupolttoaineet (Uusiutuva energialähde),"Määrä, GWh",4858
2017,Muut puupolttoaineet (Uusiutuva energialähde),Vuosimuutos %,0.9
2017,Muut puupolttoaineet (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,5.7
2017,Muut puupolttoaineet (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",7.5
2017,Muut uusiutuvat (Uusiutuva energialähde),"Määrä, GWh",706
2017,Muut uusiutuvat (Uusiutuva energialähde),Vuosimuutos %,5.5
2017,Muut uusiutuvat (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.8
2017,Muut uusiutuvat (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",1.1
2017,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Määrä, GWh",11241
2017,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Vuosimuutos %,3.6
2017,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,13.2
2017,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",17.3
2017,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Määrä, GWh",30695
2017,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Vuosimuutos %,3.8
2017,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,35.9
2017,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",47.2
2017,Muut energialähteet,"Määrä, GWh",368
2017,Muut energialähteet,Vuosimuutos %,7.6
2017,Muut energialähteet,Osuus kokonaiskulutuksesta %,0.4
2017,Muut energialähteet,"Osuus kokonaistuotannosta, %",0.6
2017,SÄHKÖN TUOTANTO YHTEENSÄ,"Määrä, GWh",65042
2017,SÄHKÖN TUOTANTO YHTEENSÄ,Vuosimuutos %,-1.8
2017,SÄHKÖN TUOTANTO YHTEENSÄ,Osuus kokonaiskulutuksesta %,76.1
2017,SÄHKÖN TUOTANTO YHTEENSÄ,"Osuus kokonaistuotannosta, %",100
2017,Sähkön nettotuonti,"Määrä, GWh",20426
2017,Sähkön nettotuonti,Vuosimuutos %,7.8
2017,Sähkön nettotuonti,Osuus kokonaiskulutuksesta %,23.9
2017,Sähkön nettotuonti,"Osuus kokonaistuotannosta, %",
2017,SÄHKÖN KOKONAISKULUTUS,"Määrä, GWh",85467
2017,SÄHKÖN KOKONAISKULUTUS,Vuosimuutos %,0.4
2017,SÄHKÖN KOKONAISKULUTUS,Osuus kokonaiskulutuksesta %,100
2017,SÄHKÖN KOKONAISKULUTUS,"Osuus kokonaistuotannosta, %",
2018,YDINVOIMA,"Määrä, GWh",21881
2018,YDINVOIMA,Vuosimuutos %,1.4
2018,YDINVOIMA,Osuus kokonaiskulutuksesta %,25
2018,YDINVOIMA,"Osuus kokonaistuotannosta, %",32.4
2018,Öljy (Fossiilinen polttoaine),"Määrä, GWh",229
2018,Öljy (Fossiilinen polttoaine),Vuosimuutos %,44.9
2018,Öljy (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.3
2018,Öljy (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.3
2018,Kivihiili (Fossiilinen polttoaine),"Määrä, GWh",5441
2018,Kivihiili (Fossiilinen polttoaine),Vuosimuutos %,-1.6
2018,Kivihiili (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,6.2
2018,Kivihiili (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",8.1
2018,Maakaasu (Fossiilinen polttoaine),"Määrä, GWh",4088
2018,Maakaasu (Fossiilinen polttoaine),Vuosimuutos %,26.9
2018,Maakaasu (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,4.7
2018,Maakaasu (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",6.1
2018,Muut fossiiliset (Fossiilinen polttoaine),"Määrä, GWh",1118
2018,Muut fossiiliset (Fossiilinen polttoaine),Vuosimuutos %,25.2
2018,Muut fossiiliset (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,1.3
2018,Muut fossiiliset (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",1.7
2018,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Määrä, GWh",10876
2018,FOSSIILISET POLTTOAINEET YHTEENSÄ,Vuosimuutos %,11
2018,FOSSIILISET POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,12.4
2018,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",16.1
2018,Turve,"Määrä, GWh",3250
2018,Turve,Vuosimuutos %,24.9
2018,Turve,Osuus kokonaiskulutuksesta %,3.7
2018,Turve,"Osuus kokonaistuotannosta, %",4.8
2018,FOSSIILISET JA TURVE YHTEENSÄ,"Määrä, GWh",14126
2018,FOSSIILISET JA TURVE YHTEENSÄ,Vuosimuutos %,13.9
2018,FOSSIILISET JA TURVE YHTEENSÄ,Osuus kokonaiskulutuksesta %,16.2
2018,FOSSIILISET JA TURVE YHTEENSÄ,"Osuus kokonaistuotannosta, %",20.9
2018,Vesivoima (Uusiutuva energialähde),"Määrä, GWh",13137
2018,Vesivoima (Uusiutuva energialähde),Vuosimuutos %,-10.1
2018,Vesivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,15
2018,Vesivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",19.5
2018,Tuulivoima (Uusiutuva energialähde),"Määrä, GWh",5839
2018,Tuulivoima (Uusiutuva energialähde),Vuosimuutos %,21.8
2018,Tuulivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,6.7
2018,Tuulivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",8.6
2018,Aurinkovoima (Uusiutuva energialähde),"Määrä, GWh",90
2018,Aurinkovoima (Uusiutuva energialähde),Vuosimuutos %,83.7
2018,Aurinkovoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.1
2018,Aurinkovoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.1
2018,Mustalipeä (Uusiutuva energialähde),"Määrä, GWh",6502
2018,Mustalipeä (Uusiutuva energialähde),Vuosimuutos %,14.5
2018,Mustalipeä (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,7.4
2018,Mustalipeä (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",9.6
2018,Muut puupolttoaineet (Uusiutuva energialähde),"Määrä, GWh",4887
2018,Muut puupolttoaineet (Uusiutuva energialähde),Vuosimuutos %,0.6
2018,Muut puupolttoaineet (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,5.6
2018,Muut puupolttoaineet (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",7.2
2018,Muut uusiutuvat (Uusiutuva energialähde),"Määrä, GWh",795
2018,Muut uusiutuvat (Uusiutuva energialähde),Vuosimuutos %,12.6
2018,Muut uusiutuvat (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.9
2018,Muut uusiutuvat (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",1.2
2018,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Määrä, GWh",12184
2018,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Vuosimuutos %,8.4
2018,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,13.9
2018,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",18
2018,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Määrä, GWh",31250
2018,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Vuosimuutos %,1.8
2018,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,35.7
2018,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",46.3
2018,Muut energialähteet,"Määrä, GWh",274
2018,Muut energialähteet,Vuosimuutos %,-25.5
2018,Muut energialähteet,Osuus kokonaiskulutuksesta %,0.3
2018,Muut energialähteet,"Osuus kokonaistuotannosta, %",0.4
2018,SÄHKÖN TUOTANTO YHTEENSÄ,"Määrä, GWh",67532
2018,SÄHKÖN TUOTANTO YHTEENSÄ,Vuosimuutos %,3.8
2018,SÄHKÖN TUOTANTO YHTEENSÄ,Osuus kokonaiskulutuksesta %,77.2
2018,SÄHKÖN TUOTANTO YHTEENSÄ,"Osuus kokonaistuotannosta, %",100
2018,Sähkön nettotuonti,"Määrä, GWh",19936
2018,Sähkön nettotuonti,Vuosimuutos %,-2.4
2018,Sähkön nettotuonti,Osuus kokonaiskulutuksesta %,22.8
2018,Sähkön nettotuonti,"Osuus kokonaistuotannosta, %",
2018,SÄHKÖN KOKONAISKULUTUS,"Määrä, GWh",87467
2018,SÄHKÖN KOKONAISKULUTUS,Vuosimuutos %,2.3
2018,SÄHKÖN KOKONAISKULUTUS,Osuus kokonaiskulutuksesta %,100
2018,SÄHKÖN KOKONAISKULUTUS,"Osuus kokonaistuotannosta, %",
2019,YDINVOIMA,"Määrä, GWh",22915
2019,YDINVOIMA,Vuosimuutos %,4.7
2019,YDINVOIMA,Osuus kokonaiskulutuksesta %,26.6
2019,YDINVOIMA,"Osuus kokonaistuotannosta, %",34.7
2019,Öljy (Fossiilinen polttoaine),"Määrä, GWh",267
2019,Öljy (Fossiilinen polttoaine),Vuosimuutos %,16.6
2019,Öljy (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.3
2019,Öljy (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.4
2019,Kivihiili (Fossiilinen polttoaine),"Määrä, GWh",4115
2019,Kivihiili (Fossiilinen polttoaine),Vuosimuutos %,-24.4
2019,Kivihiili (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,4.8
2019,Kivihiili (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",6.2
2019,Maakaasu (Fossiilinen polttoaine),"Määrä, GWh",3767
2019,Maakaasu (Fossiilinen polttoaine),Vuosimuutos %,-7.9
2019,Maakaasu (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,4.4
2019,Maakaasu (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",5.7
2019,Muut fossiiliset (Fossiilinen polttoaine),"Määrä, GWh",947
2019,Muut fossiiliset (Fossiilinen polttoaine),Vuosimuutos %,-15.3
2019,Muut fossiiliset (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,1.1
2019,Muut fossiiliset (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",1.4
2019,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Määrä, GWh",9096
2019,FOSSIILISET POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-16.4
2019,FOSSIILISET POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,10.6
2019,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",13.8
2019,Turve,"Määrä, GWh",2821
2019,Turve,Vuosimuutos %,-13.2
2019,Turve,Osuus kokonaiskulutuksesta %,3.3
2019,Turve,"Osuus kokonaistuotannosta, %",4.3
2019,FOSSIILISET JA TURVE YHTEENSÄ,"Määrä, GWh",11918
2019,FOSSIILISET JA TURVE YHTEENSÄ,Vuosimuutos %,-15.6
2019,FOSSIILISET JA TURVE YHTEENSÄ,Osuus kokonaiskulutuksesta %,13.8
2019,FOSSIILISET JA TURVE YHTEENSÄ,"Osuus kokonaistuotannosta, %",18
2019,Vesivoima (Uusiutuva energialähde),"Määrä, GWh",12246
2019,Vesivoima (Uusiutuva energialähde),Vuosimuutos %,-6.8
2019,Vesivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,14.2
2019,Vesivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",18.5
2019,Tuulivoima (Uusiutuva energialähde),"Määrä, GWh",6025
2019,Tuulivoima (Uusiutuva energialähde),Vuosimuutos %,3.2
2019,Tuulivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,7
2019,Tuulivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",9.1
2019,Aurinkovoima (Uusiutuva energialähde),"Määrä, GWh",147
2019,Aurinkovoima (Uusiutuva energialähde),Vuosimuutos %,63.3
2019,Aurinkovoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.2
2019,Aurinkovoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.2
2019,Mustalipeä (Uusiutuva energialähde),"Määrä, GWh",6750
2019,Mustalipeä (Uusiutuva energialähde),Vuosimuutos %,3.8
2019,Mustalipeä (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,7.8
2019,Mustalipeä (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",10.2
2019,Muut puupolttoaineet (Uusiutuva energialähde),"Määrä, GWh",5060
2019,Muut puupolttoaineet (Uusiutuva energialähde),Vuosimuutos %,3.5
2019,Muut puupolttoaineet (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,5.9
2019,Muut puupolttoaineet (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",7.7
2019,Muut uusiutuvat (Uusiutuva energialähde),"Määrä, GWh",732
2019,Muut uusiutuvat (Uusiutuva energialähde),Vuosimuutos %,-7.9
2019,Muut uusiutuvat (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.9
2019,Muut uusiutuvat (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",1.1
2019,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Määrä, GWh",12542
2019,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Vuosimuutos %,2.9
2019,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,14.6
2019,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",19
2019,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Määrä, GWh",30960
2019,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Vuosimuutos %,-0.9
2019,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,36
2019,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",46.9
2019,Muut energialähteet,"Määrä, GWh",258
2019,Muut energialähteet,Vuosimuutos %,-5.8
2019,Muut energialähteet,Osuus kokonaiskulutuksesta %,0.3
2019,Muut energialähteet,"Osuus kokonaistuotannosta, %",0.4
2019,SÄHKÖN TUOTANTO YHTEENSÄ,"Määrä, GWh",66051
2019,SÄHKÖN TUOTANTO YHTEENSÄ,Vuosimuutos %,-2.2
2019,SÄHKÖN TUOTANTO YHTEENSÄ,Osuus kokonaiskulutuksesta %,76.7
2019,SÄHKÖN TUOTANTO YHTEENSÄ,"Osuus kokonaistuotannosta, %",100
2019,Sähkön nettotuonti,"Määrä, GWh",20042
2019,Sähkön nettotuonti,Vuosimuutos %,0.5
2019,Sähkön nettotuonti,Osuus kokonaiskulutuksesta %,23.3
2019,Sähkön nettotuonti,"Osuus kokonaistuotannosta, %",
2019,SÄHKÖN KOKONAISKULUTUS,"Määrä, GWh",86092
2019,SÄHKÖN KOKONAISKULUTUS,Vuosimuutos %,-1.6
2019,SÄHKÖN KOKONAISKULUTUS,Osuus kokonaiskulutuksesta %,100
2019,SÄHKÖN KOKONAISKULUTUS,"Osuus kokonaistuotannosta, %",
2020,YDINVOIMA,"Määrä, GWh",22354
2020,YDINVOIMA,Vuosimuutos %,-2.4
2020,YDINVOIMA,Osuus kokonaiskulutuksesta %,27.4
2020,YDINVOIMA,"Osuus kokonaistuotannosta, %",33.6
2020,Öljy (Fossiilinen polttoaine),"Määrä, GWh",174
2020,Öljy (Fossiilinen polttoaine),Vuosimuutos %,-34.8
2020,Öljy (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.2
2020,Öljy (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.3
2020,Kivihiili (Fossiilinen polttoaine),"Määrä, GWh",2303
2020,Kivihiili (Fossiilinen polttoaine),Vuosimuutos %,-44
2020,Kivihiili (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,2.8
2020,Kivihiili (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",3.5
2020,Maakaasu (Fossiilinen polttoaine),"Määrä, GWh",3901
2020,Maakaasu (Fossiilinen polttoaine),Vuosimuutos %,3.6
2020,Maakaasu (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,4.8
2020,Maakaasu (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",5.9
2020,Muut fossiiliset (Fossiilinen polttoaine),"Määrä, GWh",900
2020,Muut fossiiliset (Fossiilinen polttoaine),Vuosimuutos %,-5
2020,Muut fossiiliset (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,1.1
2020,Muut fossiiliset (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",1.4
2020,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Määrä, GWh",7278
2020,FOSSIILISET POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-20
2020,FOSSIILISET POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,8.9
2020,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",10.9
2020,Turve,"Määrä, GWh",1998
2020,Turve,Vuosimuutos %,-29.2
2020,Turve,Osuus kokonaiskulutuksesta %,2.4
2020,Turve,"Osuus kokonaistuotannosta, %",3
2020,FOSSIILISET JA TURVE YHTEENSÄ,"Määrä, GWh",9276
2020,FOSSIILISET JA TURVE YHTEENSÄ,Vuosimuutos %,-22.2
2020,FOSSIILISET JA TURVE YHTEENSÄ,Osuus kokonaiskulutuksesta %,11.4
2020,FOSSIILISET JA TURVE YHTEENSÄ,"Osuus kokonaistuotannosta, %",13.9
2020,Vesivoima (Uusiutuva energialähde),"Määrä, GWh",15669
2020,Vesivoima (Uusiutuva energialähde),Vuosimuutos %,28
2020,Vesivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,19.2
2020,Vesivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",23.5
2020,Tuulivoima (Uusiutuva energialähde),"Määrä, GWh",7938
2020,Tuulivoima (Uusiutuva energialähde),Vuosimuutos %,31.8
2020,Tuulivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,9.7
2020,Tuulivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",11.9
2020,Aurinkovoima (Uusiutuva energialähde),"Määrä, GWh",218
2020,Aurinkovoima (Uusiutuva energialähde),Vuosimuutos %,48.3
2020,Aurinkovoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.3
2020,Aurinkovoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.3
2020,Mustalipeä (Uusiutuva energialähde),"Määrä, GWh",6021
2020,Mustalipeä (Uusiutuva energialähde),Vuosimuutos %,-10.8
2020,Mustalipeä (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,7.4
2020,Mustalipeä (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",9
2020,Muut puupolttoaineet (Uusiutuva energialähde),"Määrä, GWh",4285
2020,Muut puupolttoaineet (Uusiutuva energialähde),Vuosimuutos %,-15.3
2020,Muut puupolttoaineet (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,5.2
2020,Muut puupolttoaineet (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",6.4
2020,Muut uusiutuvat (Uusiutuva energialähde),"Määrä, GWh",617
2020,Muut uusiutuvat (Uusiutuva energialähde),Vuosimuutos %,-15.7
2020,Muut uusiutuvat (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.8
2020,Muut uusiutuvat (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.9
2020,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Määrä, GWh",10924
2020,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-12.9
2020,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,13.4
2020,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",16.4
2020,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Määrä, GWh",34750
2020,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Vuosimuutos %,12.2
2020,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,42.5
2020,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",52.2
2020,Muut energialähteet,"Määrä, GWh",216
2020,Muut energialähteet,Vuosimuutos %,-16.3
2020,Muut energialähteet,Osuus kokonaiskulutuksesta %,0.3
2020,Muut energialähteet,"Osuus kokonaistuotannosta, %",0.3
2020,SÄHKÖN TUOTANTO YHTEENSÄ,"Määrä, GWh",66596
2020,SÄHKÖN TUOTANTO YHTEENSÄ,Vuosimuutos %,0.8
2020,SÄHKÖN TUOTANTO YHTEENSÄ,Osuus kokonaiskulutuksesta %,81.5
2020,SÄHKÖN TUOTANTO YHTEENSÄ,"Osuus kokonaistuotannosta, %",100
2020,Sähkön nettotuonti,"Määrä, GWh",15105
2020,Sähkön nettotuonti,Vuosimuutos %,-24.6
2020,Sähkön nettotuonti,Osuus kokonaiskulutuksesta %,18.5
2020,Sähkön nettotuonti,"Osuus kokonaistuotannosta, %",
2020,SÄHKÖN KOKONAISKULUTUS,"Määrä, GWh",81701
2020,SÄHKÖN KOKONAISKULUTUS,Vuosimuutos %,-5.1
2020,SÄHKÖN KOKONAISKULUTUS,Osuus kokonaiskulutuksesta %,100
2020,SÄHKÖN KOKONAISKULUTUS,"Osuus kokonaistuotannosta, %",
2021,YDINVOIMA,"Määrä, GWh",22646
2021,YDINVOIMA,Vuosimuutos %,1.3
2021,YDINVOIMA,Osuus kokonaiskulutuksesta %,26
2021,YDINVOIMA,"Osuus kokonaistuotannosta, %",32.7
2021,Öljy (Fossiilinen polttoaine),"Määrä, GWh",151
2021,Öljy (Fossiilinen polttoaine),Vuosimuutos %,-13.2
2021,Öljy (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.2
2021,Öljy (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.2
2021,Kivihiili (Fossiilinen polttoaine),"Määrä, GWh",2523
2021,Kivihiili (Fossiilinen polttoaine),Vuosimuutos %,9.6
2021,Kivihiili (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,2.9
2021,Kivihiili (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",3.6
2021,Maakaasu (Fossiilinen polttoaine),"Määrä, GWh",3732
2021,Maakaasu (Fossiilinen polttoaine),Vuosimuutos %,-4.3
2021,Maakaasu (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,4.3
2021,Maakaasu (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",5.4
2021,Muut fossiiliset (Fossiilinen polttoaine),"Määrä, GWh",1165
2021,Muut fossiiliset (Fossiilinen polttoaine),Vuosimuutos %,29.4
2021,Muut fossiiliset (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,1.3
2021,Muut fossiiliset (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",1.7
2021,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Määrä, GWh",7572
2021,FOSSIILISET POLTTOAINEET YHTEENSÄ,Vuosimuutos %,4
2021,FOSSIILISET POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,8.7
2021,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",10.9
2021,Turve,"Määrä, GWh",1952
2021,Turve,Vuosimuutos %,-2.3
2021,Turve,Osuus kokonaiskulutuksesta %,2.2
2021,Turve,"Osuus kokonaistuotannosta, %",2.8
2021,FOSSIILISET JA TURVE YHTEENSÄ,"Määrä, GWh",9524
2021,FOSSIILISET JA TURVE YHTEENSÄ,Vuosimuutos %,2.7
2021,FOSSIILISET JA TURVE YHTEENSÄ,Osuus kokonaiskulutuksesta %,10.9
2021,FOSSIILISET JA TURVE YHTEENSÄ,"Osuus kokonaistuotannosta, %",13.7
2021,Vesivoima (Uusiutuva energialähde),"Määrä, GWh",15624
2021,Vesivoima (Uusiutuva energialähde),Vuosimuutos %,-0.3
2021,Vesivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,17.9
2021,Vesivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",22.5
2021,Tuulivoima (Uusiutuva energialähde),"Määrä, GWh",8180
2021,Tuulivoima (Uusiutuva energialähde),Vuosimuutos %,3
2021,Tuulivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,9.4
2021,Tuulivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",11.8
2021,Aurinkovoima (Uusiutuva energialähde),"Määrä, GWh",298
2021,Aurinkovoima (Uusiutuva energialähde),Vuosimuutos %,36.7
2021,Aurinkovoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.3
